,doch,jedoch,aber,andererseits,allerdings,hingegen
strike,1.0,3.0,3.0,0.0,0.0,0.0
strikes,0.0,1.0,1.0,0.0,0.0,0.0
striking,2.0,1.0,1.0,0.0,0.0,0.0
stringent,1.0,0.0,3.0,0.0,0.0,0.0
strip,0.0,1.0,0.0,0.0,0.0,0.0
stripped,0.0,0.0,1.0,0.0,0.0,0.0
strive,1.0,3.0,1.0,0.0,0.0,0.0
striving,0.0,0.0,3.0,0.0,0.0,0.0
strong,7.0,8.0,21.0,0.0,1.0,0.0
stronger,1.0,0.0,4.0,0.0,1.0,0.0
strongest,0.0,0.0,1.0,0.0,0.0,0.0
strongly,2.0,21.0,11.0,1.0,4.0,2.0
struck,0.0,1.0,2.0,0.0,0.0,0.0
structural,3.0,4.0,14.0,2.0,2.0,0.0
structure,2.0,2.0,4.0,1.0,1.0,0.0
structures,1.0,2.0,2.0,0.0,0.0,0.0
struggle,1.0,0.0,3.0,0.0,2.0,0.0
struggling,0.0,0.0,2.0,0.0,0.0,0.0
stubb,0.0,0.0,1.0,0.0,0.0,0.0
stubborn,0.0,0.0,3.0,0.0,0.0,0.0
stubbornly,1.0,1.0,0.0,0.0,0.0,0.0
student,0.0,0.0,1.0,0.0,0.0,0.0
students,0.0,0.0,6.0,0.0,0.0,0.0
studied,0.0,0.0,1.0,0.0,0.0,0.0
studies,0.0,2.0,4.0,0.0,0.0,0.0
study,1.0,4.0,4.0,0.0,1.0,0.0
stunned,0.0,0.0,1.0,0.0,0.0,0.0
stunning,0.0,0.0,1.0,0.0,0.0,0.0
stupidity,0.0,1.0,1.0,0.0,0.0,0.0
sturdy,1.0,0.0,1.0,0.0,0.0,0.0
stuttgart,0.0,0.0,1.0,0.0,0.0,0.0
style,0.0,0.0,1.0,0.0,0.0,0.0
sub-optimal,0.0,0.0,1.0,0.0,0.0,0.0
sub-produced,0.0,0.0,1.0,0.0,0.0,0.0
subcontracting,0.0,0.0,1.0,0.0,0.0,0.0
subject,9.0,14.0,31.0,0.0,8.0,0.0
subject-matter,0.0,1.0,0.0,0.0,0.0,0.0
subjects,0.0,1.0,5.0,0.0,0.0,0.0
submit,1.0,1.0,3.0,0.0,0.0,0.0
submitted,0.0,2.0,2.0,0.0,0.0,0.0
submitting,0.0,1.0,1.0,0.0,0.0,0.0
subordinated,0.0,0.0,1.0,0.0,0.0,0.0
subscribe,0.0,0.0,1.0,0.0,0.0,1.0
subsequent,1.0,0.0,0.0,0.0,2.0,0.0
subsequently,2.0,1.0,0.0,0.0,0.0,0.0
subsidiarity,3.0,1.0,10.0,0.0,2.0,0.0
subsidies,1.0,1.0,4.0,1.0,0.0,0.0
subsidising,0.0,0.0,1.0,1.0,0.0,0.0
subsidize,0.0,0.0,1.0,0.0,0.0,0.0
subsidy,0.0,0.0,2.0,0.0,0.0,0.0
substance,3.0,8.0,5.0,0.0,0.0,0.0
substances,1.0,1.0,7.0,0.0,0.0,0.0
substantial,2.0,2.0,3.0,1.0,0.0,0.0
substantiating,0.0,1.0,0.0,0.0,0.0,0.0
substantive,0.0,0.0,2.0,0.0,0.0,0.0
substitute,0.0,0.0,2.0,1.0,0.0,0.0
succeed,3.0,8.0,6.0,0.0,1.0,0.0
succeeded,0.0,1.0,4.0,0.0,1.0,0.0
succeeding,0.0,0.0,1.0,0.0,0.0,0.0
succeeds,0.0,0.0,1.0,0.0,0.0,0.0
success,8.0,9.0,25.0,1.0,2.0,0.0
successes,1.0,0.0,2.0,0.0,0.0,0.0
successful,2.0,3.0,10.0,0.0,0.0,0.0
successfully,1.0,5.0,2.0,1.0,0.0,0.0
succession,0.0,1.0,0.0,0.0,0.0,0.0
successor,0.0,1.0,0.0,0.0,0.0,0.0
succumb,0.0,0.0,1.0,0.0,0.0,0.0
succumbed,0.0,0.0,1.0,0.0,0.0,0.0
such,36.0,40.0,84.0,4.0,17.0,1.0
sucrose,0.0,0.0,1.0,0.0,0.0,0.0
sudan,0.0,1.0,3.0,0.0,0.0,0.0
sudanese,0.0,0.0,1.0,0.0,0.0,0.0
sudden,0.0,0.0,1.0,0.0,0.0,0.0
suddenly,2.0,0.0,1.0,0.0,0.0,0.0
suffer,0.0,3.0,3.0,0.0,0.0,0.0
suffered,1.0,1.0,0.0,0.0,0.0,0.0
sufferers,0.0,0.0,1.0,0.0,0.0,0.0
suffering,1.0,0.0,2.0,0.0,0.0,0.0
suffers,0.0,2.0,0.0,0.0,0.0,0.0
suffice,1.0,1.0,1.0,0.0,0.0,0.0
sufficed,1.0,0.0,0.0,0.0,0.0,0.0
suffices,0.0,0.0,0.0,0.0,1.0,0.0
sufficient,1.0,10.0,8.0,0.0,0.0,0.0
sufficiently,2.0,2.0,5.0,0.0,0.0,0.0
suffieciently,0.0,1.0,0.0,0.0,0.0,0.0
suffocate,0.0,0.0,1.0,0.0,0.0,0.0
suffocatingly,0.0,0.0,1.0,0.0,0.0,0.0
sugar,1.0,0.0,1.0,0.0,0.0,0.0
suggest,7.0,3.0,4.0,0.0,1.0,1.0
suggested,1.0,4.0,1.0,0.0,1.0,0.0
suggesting,0.0,1.0,2.0,0.0,0.0,1.0
suggestion,1.0,0.0,2.0,0.0,1.0,0.0
suggestions,1.0,0.0,8.0,0.0,0.0,0.0
suggests,0.0,2.0,1.0,0.0,0.0,1.0
suitable,0.0,0.0,1.0,0.0,2.0,0.0
suited,0.0,1.0,0.0,0.0,0.0,0.0
suits,0.0,0.0,1.0,0.0,0.0,0.0
sum,2.0,0.0,1.0,0.0,0.0,0.0
summaries,0.0,1.0,0.0,0.0,0.0,0.0
summarily,0.0,1.0,0.0,0.0,0.0,0.0
summarise,0.0,1.0,0.0,0.0,0.0,0.0
summary,2.0,0.0,1.0,0.0,0.0,0.0
summed,0.0,0.0,1.0,0.0,0.0,0.0
summer,2.0,1.0,2.0,0.0,0.0,0.0
summer-time,0.0,1.0,0.0,0.0,0.0,0.0
summit,8.0,10.0,14.0,2.0,1.0,1.0
summits,2.0,2.0,0.0,0.0,0.0,0.0
sums,1.0,1.0,2.0,0.0,0.0,0.0
sun,1.0,0.0,0.0,0.0,0.0,0.0
sunday,1.0,1.0,0.0,0.0,0.0,0.0
sunnis,1.0,0.0,0.0,0.0,0.0,0.0
sunset,0.0,0.0,1.0,0.0,0.0,0.0
superficial;,1.0,0.0,0.0,0.0,0.0,0.0
superfluous,1.0,1.0,0.0,0.0,0.0,0.0
superhuman,0.0,0.0,1.0,0.0,0.0,0.0
superior,0.0,0.0,1.0,0.0,0.0,0.0
superiority,0.0,1.0,0.0,0.0,0.0,0.0
supermarket,0.0,1.0,0.0,0.0,0.0,0.0
supermarkets,0.0,0.0,1.0,0.0,0.0,0.0
superpower,0.0,0.0,1.0,0.0,0.0,0.0
supersonic,0.0,0.0,1.0,0.0,0.0,0.0
supervised,0.0,0.0,1.0,0.0,0.0,0.0
supervision,0.0,1.0,1.0,1.0,1.0,0.0
supervisor,0.0,0.0,1.0,0.0,0.0,0.0
supervisors',0.0,0.0,1.0,0.0,0.0,0.0
supervisory,0.0,0.0,6.0,0.0,0.0,0.0
supplement,0.0,0.0,1.0,0.0,0.0,0.0
supplementary,0.0,0.0,1.0,0.0,0.0,1.0
supplementation,0.0,0.0,1.0,0.0,0.0,0.0
supplemented,0.0,0.0,1.0,0.0,0.0,0.0
supplements,0.0,0.0,1.0,0.0,0.0,0.0
supplier,0.0,0.0,1.0,1.0,0.0,0.0
suppliers,0.0,1.0,0.0,0.0,0.0,0.0
supplies,0.0,0.0,1.0,0.0,0.0,0.0
supply,1.0,1.0,10.0,1.0,1.0,0.0
supplying,0.0,0.0,1.0,0.0,0.0,0.0
support,23.0,61.0,99.0,8.0,13.0,8.0
support;,0.0,1.0,0.0,0.0,0.0,0.0
supported,2.0,2.0,7.0,0.0,0.0,0.0
supporter,0.0,1.0,1.0,0.0,0.0,0.0
supporters,0.0,0.0,1.0,0.0,0.0,0.0
supporting,2.0,4.0,5.0,0.0,0.0,1.0
supportive,1.0,0.0,1.0,0.0,0.0,0.0
supports,2.0,1.0,3.0,0.0,1.0,0.0
suppose,0.0,1.0,1.0,0.0,0.0,0.0
supposed,5.0,0.0,6.0,0.0,0.0,0.0
supposedly,1.0,0.0,0.0,0.0,0.0,0.0
supposition,0.0,0.0,1.0,0.0,0.0,0.0
suppression,0.0,1.0,0.0,0.0,0.0,0.0
suppressive,0.0,0.0,1.0,0.0,0.0,0.0
supra-national,0.0,0.0,1.0,0.0,0.0,0.0
supranational,0.0,0.0,1.0,0.0,0.0,0.0
supremacy,0.0,1.0,0.0,1.0,0.0,0.0
suprises,0.0,0.0,1.0,0.0,0.0,0.0
surcharges,0.0,0.0,1.0,0.0,0.0,0.0
sure,10.0,13.0,19.0,0.0,1.0,0.0
surely,79.0,4.0,27.0,0.0,1.0,0.0
surface,0.0,0.0,1.0,0.0,0.0,0.0
surfer,0.0,0.0,1.0,0.0,0.0,0.0
surmountable,1.0,0.0,0.0,0.0,0.0,0.0
surpassed,0.0,0.0,2.0,0.0,0.0,0.0
surplus,0.0,0.0,1.0,0.0,0.0,0.0
surpluses,0.0,0.0,1.0,0.0,0.0,0.0
surprise,3.0,0.0,4.0,0.0,0.0,0.0
surprised,3.0,3.0,4.0,0.0,3.0,0.0
surprises,0.0,0.0,1.0,0.0,0.0,0.0
surprising,3.0,3.0,4.0,0.0,0.0,1.0
surprisingly,1.0,0.0,0.0,0.0,0.0,0.0
surreptitious,0.0,0.0,0.0,0.0,1.0,0.0
surround,0.0,0.0,1.0,0.0,0.0,0.0
surrounded,0.0,0.0,0.0,0.0,1.0,0.0
surrounding,1.0,0.0,0.0,0.0,0.0,0.0
surveillance,0.0,0.0,0.0,1.0,0.0,0.0
survey,1.0,0.0,1.0,0.0,1.0,1.0
survival,0.0,0.0,1.0,0.0,1.0,0.0
survive,0.0,1.0,3.0,0.0,0.0,0.0
survived,0.0,0.0,1.0,0.0,0.0,0.0
surviving,0.0,0.0,1.0,0.0,0.0,0.0
suspect,3.0,5.0,3.0,0.0,0.0,0.0
suspected,0.0,0.0,1.0,0.0,0.0,0.0
suspects,1.0,1.0,1.0,0.0,0.0,0.0
suspend,1.0,0.0,1.0,0.0,0.0,0.0
suspended,0.0,0.0,2.0,0.0,0.0,0.0
suspending,0.0,0.0,1.0,0.0,0.0,0.0
suspension,1.0,1.0,2.0,0.0,1.0,0.0
suspicion,0.0,0.0,1.0,0.0,0.0,0.0
suspicious,1.0,3.0,0.0,0.0,1.0,0.0
sustain,1.0,0.0,1.0,0.0,0.0,0.0
sustainability,0.0,2.0,4.0,1.0,0.0,0.0
sustainable,0.0,3.0,5.0,1.0,1.0,0.0
sustainable',0.0,0.0,1.0,0.0,0.0,0.0
sustainably,0.0,0.0,1.0,0.0,0.0,0.0
swallow,0.0,0.0,1.0,0.0,0.0,0.0
swallowed,0.0,0.0,1.0,0.0,0.0,0.0
swamped,0.0,1.0,0.0,0.0,0.0,0.0
sweden,0.0,2.0,6.0,0.0,0.0,0.0
swedes,0.0,0.0,1.0,0.0,1.0,0.0
swedish,0.0,3.0,4.0,0.0,0.0,1.0
sweep,0.0,0.0,1.0,0.0,0.0,0.0
sweeping,0.0,1.0,0.0,0.0,0.0,0.0
sweet,0.0,0.0,1.0,0.0,0.0,0.0
sweetener,0.0,1.0,1.0,0.0,0.0,0.0
sweeteners,0.0,1.0,0.0,0.0,0.0,0.0
sweets,0.0,0.0,1.0,0.0,0.0,0.0
swift,1.0,0.0,1.0,0.0,0.0,0.0
swiftly,1.0,0.0,2.0,0.0,0.0,0.0
swimming,1.0,0.0,0.0,0.0,0.0,0.0
swing,0.0,0.0,0.0,1.0,0.0,0.0
swiss,0.0,0.0,1.0,1.0,0.0,0.0
switch,0.0,0.0,1.0,0.0,0.0,0.0
switches,0.0,1.0,0.0,0.0,0.0,0.0
switzerland,2.0,0.0,1.0,0.0,0.0,0.0
swoboda,1.0,0.0,1.0,0.0,0.0,0.0
swordfish,0.0,1.0,0.0,0.0,0.0,0.0
swords,0.0,0.0,1.0,0.0,0.0,0.0
symbol,0.0,0.0,2.0,0.0,0.0,0.0
symbolic,1.0,0.0,0.0,0.0,0.0,0.0
symbols,0.0,0.0,1.0,0.0,0.0,0.0
symeou,0.0,0.0,1.0,0.0,0.0,0.0
sympathies,0.0,1.0,0.0,0.0,0.0,0.0
sympathise,0.0,1.0,1.0,0.0,0.0,0.0
sympathy,1.0,1.0,1.0,0.0,0.0,0.0
symptom,1.0,0.0,0.0,0.0,0.0,0.0
symptoms,0.0,0.0,2.0,0.0,0.0,0.0
synergy,0.0,1.0,1.0,0.0,0.0,0.0
synthetic,1.0,0.0,0.0,0.0,0.0,0.0
syria,0.0,1.0,2.0,0.0,0.0,0.0
syringe,0.0,0.0,1.0,0.0,0.0,0.0
system,14.0,17.0,58.0,2.0,8.0,1.0
system',0.0,0.0,1.0,0.0,0.0,0.0
system;,0.0,0.0,1.0,0.0,0.0,0.0
systematic,0.0,1.0,1.0,0.0,0.0,0.0
systematically,1.0,1.0,1.0,0.0,0.0,0.0
systems,5.0,10.0,16.0,0.0,0.0,0.0
system’,1.0,0.0,0.0,0.0,0.0,0.0
söderman,0.0,0.0,1.0,0.0,0.0,0.0
t,0.0,0.0,1.0,0.0,0.0,0.0
table,3.0,2.0,8.0,0.0,0.0,0.0
tabled,5.0,3.0,7.0,0.0,0.0,0.0
tables,0.0,0.0,2.0,0.0,0.0,0.0
tablet,0.0,0.0,1.0,0.0,0.0,0.0
tabling,1.0,1.0,0.0,0.0,0.0,0.0
tacis,1.0,0.0,1.0,0.0,0.0,0.0
tackle,2.0,6.0,4.0,1.0,0.0,0.0
tackled,2.0,1.0,1.0,0.0,0.0,0.0
tackles,1.0,0.0,0.0,0.0,0.0,0.0
tackling,1.0,0.0,2.0,0.0,0.0,0.0
tact,0.0,0.0,1.0,0.0,0.0,0.0
tactic,0.0,0.0,2.0,0.0,0.0,0.0
tactics,0.0,1.0,0.0,0.0,0.0,0.0
tailor-made,0.0,1.0,1.0,0.0,0.0,0.0
tailored,0.0,0.0,1.0,0.0,0.0,0.0
tailoring,0.0,0.0,1.0,0.0,0.0,0.0
taiwan,0.0,0.0,1.0,0.0,0.0,0.0
tajani,0.0,0.0,1.0,0.0,0.0,0.0
take,39.0,48.0,119.0,4.0,18.0,1.0
take-off,0.0,0.0,1.0,0.0,0.0,0.0
take-up,0.0,1.0,0.0,0.0,0.0,0.0
taken,16.0,24.0,41.0,2.0,8.0,0.0
taken;,0.0,0.0,1.0,0.0,0.0,0.0
takes,2.0,4.0,9.0,0.0,2.0,0.0
taking,7.0,10.0,14.0,1.0,2.0,0.0
tale,0.0,0.0,1.0,0.0,1.0,0.0
talent,1.0,0.0,0.0,0.0,0.0,0.0
taliban,1.0,1.0,0.0,1.0,0.0,0.0
talk,10.0,9.0,17.0,0.0,1.0,3.0
talked,0.0,0.0,3.0,1.0,0.0,0.0
talking,9.0,10.0,15.0,0.0,1.0,1.0
talks,0.0,2.0,5.0,0.0,1.0,0.0
tame,0.0,0.0,1.0,0.0,0.0,0.0
tamils,0.0,1.0,0.0,0.0,0.0,0.0
tampere,1.0,0.0,1.0,0.0,1.0,0.0
tan,1.0,0.0,0.0,0.0,0.0,0.0
tandem,0.0,0.0,1.0,0.0,0.0,0.0
tangible,1.0,1.0,6.0,1.0,1.0,0.0
tanker,0.0,0.0,1.0,0.0,0.0,0.0
tannock,0.0,0.0,1.0,0.0,0.0,0.0
tantamount,1.0,2.0,0.0,0.0,0.0,0.0
taoiseach,1.0,0.0,0.0,0.0,0.0,0.0
tape,0.0,2.0,2.0,0.0,0.0,0.0
taps,0.0,0.0,1.0,0.0,0.0,0.0
target,1.0,1.0,4.0,0.0,0.0,0.0
targeted,0.0,2.0,3.0,0.0,0.0,0.0
targeting,1.0,0.0,0.0,0.0,0.0,0.0
targets,2.0,4.0,6.0,0.0,0.0,0.0
tariff,0.0,1.0,1.0,0.0,0.0,0.0
tariffs,0.0,0.0,1.0,0.0,0.0,0.0
tarnished,0.0,1.0,0.0,0.0,0.0,0.0
task,5.0,7.0,24.0,0.0,2.0,2.0
tasked,0.0,1.0,0.0,0.0,0.0,0.0
tasks,1.0,1.0,3.0,1.0,0.0,0.0
taste,0.0,0.0,2.0,0.0,0.0,0.0
taught,0.0,1.0,0.0,0.0,1.0,0.0
tavares,0.0,0.0,1.0,0.0,0.0,0.0
tax,5.0,7.0,15.0,0.0,1.0,0.0
tax),0.0,1.0,0.0,0.0,0.0,0.0
taxation,1.0,0.0,5.0,1.0,0.0,0.0
taxed,0.0,0.0,1.0,0.0,0.0,0.0
taxes,2.0,2.0,0.0,0.0,1.0,0.0
taxing,1.0,0.0,1.0,0.0,0.0,0.0
taxpayer,1.0,0.0,1.0,0.0,0.0,0.0
taxpayers,2.0,0.0,0.0,0.0,0.0,0.0
taxpayers',1.0,0.0,0.0,0.0,1.0,0.0
tb,1.0,0.0,0.0,0.0,0.0,0.0
teach,1.0,0.0,0.0,0.0,0.0,0.0
teacher,1.0,0.0,0.0,0.0,0.0,0.0
teacher's,0.0,0.0,1.0,0.0,0.0,0.0
teachers,1.0,0.0,0.0,0.0,0.0,0.0
teaching,0.0,0.0,1.0,0.0,0.0,0.0
team,1.0,1.0,3.0,0.0,0.0,0.0
teams,2.0,0.0,0.0,0.0,0.0,0.0
tears,0.0,0.0,1.0,0.0,0.0,0.0
tec,0.0,1.0,0.0,0.0,0.0,0.0
technical,3.0,7.0,21.0,0.0,1.0,2.0
technical-looking,1.0,0.0,0.0,0.0,0.0,0.0
technically,2.0,1.0,2.0,0.0,1.0,0.0
techniques,1.0,1.0,1.0,0.0,0.0,0.0
technological,1.0,1.0,5.0,0.0,0.0,0.0
technologies,2.0,0.0,2.0,2.0,2.0,0.0
technology,4.0,4.0,11.0,0.0,3.0,1.0
technology',0.0,0.0,1.0,0.0,0.0,0.0
tedious,0.0,0.0,1.0,0.0,0.0,0.0
telecommunications,0.0,1.0,1.0,0.0,0.0,0.0
telecoms,0.0,0.0,0.0,0.0,1.0,0.0
telematics,0.0,0.0,1.0,0.0,0.0,0.0
telephone,0.0,0.0,2.0,0.0,0.0,0.0
telephones,0.0,0.0,1.0,0.0,0.0,0.0
telephony,0.0,1.0,2.0,0.0,0.0,0.0
television,0.0,4.0,5.0,0.0,0.0,0.0
tell,9.0,15.0,32.0,0.0,3.0,0.0
telling,3.0,2.0,1.0,0.0,0.0,0.0
tells,0.0,3.0,0.0,0.0,0.0,0.0
temelín,0.0,0.0,1.0,0.0,0.0,0.0
temperatures,1.0,0.0,0.0,0.0,0.0,0.0
temporarily,0.0,2.0,2.0,0.0,0.0,0.0
temporary,2.0,0.0,2.0,0.0,1.0,0.0
tempted,0.0,1.0,0.0,0.0,0.0,0.0
tempting,0.0,0.0,1.0,0.0,0.0,0.0
ten,0.0,2.0,3.0,0.0,1.0,0.0
ten-t,0.0,0.0,1.0,0.0,0.0,0.0
ten-year-old,0.0,1.0,0.0,0.0,0.0,0.0
tenacious,1.0,0.0,0.0,0.0,0.0,0.0
tenacity,0.0,0.0,1.0,0.0,0.0,0.0
tend,0.0,4.0,1.0,0.0,2.0,0.0
tended,1.0,0.0,0.0,0.0,0.0,0.0
tendencies,0.0,0.0,1.0,0.0,0.0,0.0
tendency,0.0,2.0,1.0,0.0,0.0,0.0
tender,0.0,1.0,1.0,0.0,0.0,0.0
tenders,0.0,1.0,0.0,0.0,0.0,0.0
tending,0.0,0.0,1.0,0.0,0.0,0.0
tends,0.0,0.0,2.0,0.0,1.0,0.0
tenor,0.0,0.0,1.0,0.0,0.0,0.0
tense,1.0,0.0,0.0,0.0,0.0,0.0
tension,0.0,0.0,1.0,0.0,0.0,0.0
tensions,1.0,0.0,2.0,0.0,0.0,0.0
tentative,1.0,0.0,0.0,0.0,0.0,0.0
term,3.0,13.0,13.0,1.0,2.0,1.0
termed,0.0,0.0,1.0,0.0,0.0,0.0
termination,0.0,1.0,0.0,0.0,0.0,0.0
terminological,0.0,0.0,1.0,0.0,0.0,0.0
terminology,0.0,1.0,0.0,0.0,0.0,0.0
terms,10.0,16.0,34.0,4.0,4.0,0.0
terms;,1.0,0.0,0.0,0.0,0.0,0.0
terrain,0.0,0.0,1.0,0.0,0.0,0.0
terrestrial,0.0,0.0,0.0,0.0,1.0,0.0
terrible,1.0,0.0,2.0,0.0,0.0,0.0
terrific,0.0,0.0,3.0,0.0,0.0,0.0
terrifying,0.0,0.0,1.0,0.0,0.0,0.0
territorial,0.0,0.0,1.0,0.0,1.0,0.0
territories,0.0,1.0,2.0,1.0,0.0,0.0
territory,1.0,2.0,2.0,0.0,0.0,0.0
terror,0.0,1.0,1.0,1.0,0.0,0.0
terrorism,2.0,5.0,17.0,1.0,3.0,1.0
terrorist,2.0,0.0,5.0,1.0,0.0,0.0
terrorists,2.0,1.0,4.0,0.0,0.0,0.0
terrorists’,0.0,0.0,1.0,0.0,0.0,0.0
tertiary,0.0,0.0,0.0,0.0,1.0,0.0
test,2.0,1.0,4.0,0.0,0.0,0.0
testify,1.0,0.0,0.0,0.0,0.0,0.0
testing,0.0,1.0,3.0,0.0,0.0,0.0
tests,1.0,1.0,6.0,0.0,3.0,0.0
text,6.0,14.0,19.0,1.0,3.0,0.0
textile,1.0,0.0,1.0,0.0,0.0,0.0
textiles,1.0,0.0,3.0,0.0,0.0,0.0
texts,4.0,4.0,6.0,0.0,1.0,0.0
thailand,0.0,2.0,0.0,0.0,0.0,0.0
than,25.0,26.0,68.0,0.0,8.0,0.0
thank,3.0,4.0,24.0,0.0,1.0,0.0
thankfully,0.0,1.0,2.0,0.0,0.0,0.0
thanking,0.0,0.0,1.0,0.0,0.0,0.0
thanks,4.0,2.0,12.0,1.0,0.0,0.0
that,759.0,748.0,1462.0,44.0,230.0,19.0
that',1.0,0.0,0.0,0.0,0.0,0.0
that;,1.0,0.0,1.0,0.0,0.0,0.0
the,1862.0,1908.0,4717.0,504.0,650.0,147.0
their,38.0,39.0,133.0,10.0,9.0,5.0
theirs,0.0,0.0,2.0,0.0,0.0,0.0
them,40.0,32.0,128.0,4.0,10.0,7.0
them;,0.0,0.0,0.0,0.0,1.0,0.0
theme,1.0,1.0,1.0,0.0,0.0,0.0
themes,0.0,1.0,1.0,0.0,0.0,0.0
themselves,6.0,6.0,19.0,1.0,0.0,2.0
then,69.0,27.0,107.0,13.0,6.0,1.0
theologians,0.0,0.0,0.0,1.0,0.0,0.0
theoretically,1.0,0.0,0.0,0.0,0.0,0.0
theoreticians,0.0,0.0,1.0,0.0,0.0,0.0
theories,0.0,0.0,1.0,0.0,0.0,0.0
theory,3.0,0.0,5.0,0.0,1.0,0.0
therapy,0.0,0.0,1.0,0.0,0.0,0.0
there,229.0,210.0,564.0,22.0,111.0,12.0
there',0.0,1.0,0.0,0.0,0.0,0.0
thereby,0.0,0.0,1.0,0.0,0.0,0.0
therefore,23.0,18.0,20.0,2.0,9.0,0.0
therein,1.0,1.0,2.0,0.0,0.0,0.0
thereof,0.0,1.0,0.0,0.0,0.0,0.0
thereon,0.0,1.0,0.0,0.0,0.0,0.0
these,111.0,66.0,198.0,5.0,26.0,4.0
these),0.0,0.0,1.0,0.0,0.0,0.0
thessaloniki,1.0,0.0,1.0,0.0,0.0,0.0
they,135.0,130.0,380.0,10.0,37.0,4.0
they're,0.0,0.0,1.0,0.0,0.0,0.0
thin,1.0,0.0,3.0,0.0,0.0,0.0
thing,25.0,47.0,66.0,0.0,8.0,1.0
thing;,1.0,0.0,1.0,0.0,0.0,0.0
things,25.0,11.0,63.0,2.0,2.0,0.0
thing’,1.0,0.0,0.0,0.0,0.0,0.0
think,57.0,165.0,139.0,0.0,42.0,1.0
thinking,3.0,5.0,9.0,0.0,1.0,0.0
thinks,1.0,2.0,2.0,0.0,1.0,0.0
third,5.0,7.0,21.0,0.0,2.0,1.0
third-country,0.0,0.0,0.0,0.0,1.0,0.0
thirdly,0.0,0.0,2.0,0.0,0.0,0.0
thirds,0.0,0.0,3.0,0.0,0.0,0.0
this,497.0,433.0,1106.0,22.0,190.0,6.0
this;,1.0,0.0,1.0,0.0,0.0,0.0
thm,0.0,0.0,0.0,0.0,1.0,0.0
thomas,0.0,0.0,1.0,0.0,0.0,0.0
thorough,0.0,1.0,1.0,0.0,0.0,0.0
thoroughgoing,0.0,1.0,0.0,0.0,0.0,0.0
thoroughly,0.0,1.0,2.0,0.0,0.0,0.0
those,31.0,35.0,89.0,9.0,9.0,2.0
though,32.0,99.0,264.0,2.0,66.0,2.0
thought,3.0,5.0,6.0,0.0,2.0,0.0
thoughts,1.0,0.0,2.0,0.0,0.0,0.0
thousands,0.0,6.0,5.0,0.0,0.0,0.0
threat,1.0,1.0,7.0,2.0,1.0,0.0
threaten,2.0,0.0,1.0,1.0,0.0,0.0
threatened,1.0,3.0,0.0,0.0,0.0,0.0
threatening,0.0,0.0,2.0,0.0,0.0,0.0
threats,1.0,1.0,1.0,0.0,0.0,1.0
three,9.0,11.0,18.0,0.0,2.0,0.0
three-year,0.0,0.0,1.0,0.0,0.0,0.0
threefold,0.0,0.0,0.0,0.0,1.0,0.0
threshold,0.0,2.0,0.0,0.0,0.0,0.0
thrive,1.0,0.0,0.0,0.0,0.0,0.0
thrives,1.0,0.0,0.0,0.0,0.0,0.0
thriving,0.0,0.0,1.0,0.0,0.0,0.0
through,14.0,11.0,38.0,1.0,2.0,0.0
throughout,7.0,1.0,12.0,0.0,0.0,0.0
throw,0.0,0.0,1.0,0.0,0.0,0.0
thrown,1.0,0.0,2.0,0.0,0.0,0.0
thursday,1.0,0.0,2.0,0.0,0.0,0.0
thus,3.0,1.0,4.0,2.0,0.0,0.0
tibet,2.0,0.0,2.0,0.0,0.0,0.0
tibetan,0.0,0.0,2.0,0.0,0.0,0.0
tibetans,0.0,0.0,1.0,0.0,0.0,0.0
tickets,0.0,1.0,0.0,0.0,0.0,0.0
tidal,0.0,0.0,2.0,0.0,0.0,0.0
tide,0.0,0.0,1.0,0.0,0.0,0.0
tie-ups,0.0,0.0,1.0,0.0,0.0,0.0
ties,1.0,1.0,0.0,0.0,0.0,0.0
tight,0.0,2.0,1.0,0.0,0.0,0.0
tightened,0.0,0.0,1.0,0.0,0.0,0.0
tightening,0.0,0.0,1.0,0.0,0.0,0.0
tighter,0.0,1.0,0.0,0.0,0.0,0.0
tile,0.0,0.0,1.0,0.0,0.0,0.0
timber,0.0,0.0,2.0,0.0,0.0,0.0
time,41.0,245.0,342.0,8.0,26.0,0.0
time-consuming,0.0,0.0,1.0,0.0,0.0,0.0
timeframe,1.0,1.0,0.0,0.0,0.0,0.0
timely,1.0,1.0,3.0,0.0,0.0,0.0
times,2.0,4.0,24.0,1.0,1.0,0.0
times;,0.0,1.0,0.0,0.0,0.0,0.0
timescale),0.0,1.0,0.0,0.0,0.0,0.0
timescales,1.0,0.0,0.0,0.0,0.0,0.0
timetable,0.0,0.0,4.0,0.0,2.0,1.0
timetables,0.0,1.0,2.0,0.0,0.0,0.0
timid,0.0,1.0,0.0,0.0,0.0,0.0
timidly,0.0,0.0,1.0,0.0,0.0,0.0
timing,0.0,1.0,1.0,0.0,0.0,0.0
timor,0.0,0.0,2.0,0.0,1.0,0.0
tindemans,0.0,1.0,0.0,0.0,0.0,0.0
tinkering,1.0,0.0,0.0,0.0,0.0,0.0
tiny,2.0,0.0,0.0,0.0,0.0,0.0
tip,0.0,1.0,0.0,0.0,0.0,0.0
tipped,0.0,1.0,0.0,0.0,0.0,0.0
tired,1.0,1.0,1.0,0.0,0.0,0.0
title,1.0,0.0,1.0,0.0,1.0,0.0
titles,0.0,0.0,1.0,0.0,0.0,0.0
titley,0.0,1.0,1.0,0.0,0.0,0.0
